alias,title,id,name,price,rating,review_count,distance,coordinates_latitude,coordinates_longitude,location_address1,city
cajun,Cajun/Creole,kG_3ZWckqbUSoCziVyUyjA,The Boiling Crab,Medio,4.0,231,5466.18283987511,25.703709,-80.287808,5829 SW 73rd St,Miami
seafood,Seafood,kG_3ZWckqbUSoCziVyUyjA,The Boiling Crab,Medio,4.0,231,5466.18283987511,25.703709,-80.287808,5829 SW 73rd St,Miami
dimsum,Dim Sum,79IaCcuoIGLQ-5jDMWjJLA,Dumplings Mi Amor,No especificado,4.6,94,10060.758930234833,25.773030138967897,-80.1901220238637,119 SE 2nd Ave,Miami
panasian,Pan Asian,79IaCcuoIGLQ-5jDMWjJLA,Dumplings Mi Amor,No especificado,4.6,94,10060.758930234833,25.773030138967897,-80.1901220238637,119 SE 2nd Ave,Miami
japanese,Japanese,Kh3YwPBPkuykk-WTl-7vlQ,107 Taste - Coral Gables,Medio,4.5,202,2613.22795666373,25.75302,-80.26201,357 Alcazar Ave,Miami
asianfusion,Asian Fusion,Kh3YwPBPkuykk-WTl-7vlQ,107 Taste - Coral Gables,Medio,4.5,202,2613.22795666373,25.75302,-80.26201,357 Alcazar Ave,Miami
noodles,Noodles,Kh3YwPBPkuykk-WTl-7vlQ,107 Taste - Coral Gables,Medio,4.5,202,2613.22795666373,25.75302,-80.26201,357 Alcazar Ave,Miami
hotdogs,Fast Food,rlPuSzNrVqjxuYAVh1zDPQ,Diced,Medio,4.4,591,1645.1519515123885,25.748811,-80.30386,2342 SW 67th Ave,Miami
salad,Salad,rlPuSzNrVqjxuYAVh1zDPQ,Diced,Medio,4.4,591,1645.1519515123885,25.748811,-80.30386,2342 SW 67th Ave,Miami
juicebars,Juice Bars & Smoothies,rlPuSzNrVqjxuYAVh1zDPQ,Diced,Medio,4.4,591,1645.1519515123885,25.748811,-80.30386,2342 SW 67th Ave,Miami
greek,Greek,BnjiYOPECeO0RzFs1Rx6lA,My Little Greek Deli,Medio,4.7,440,7630.730150142035,25.8213,-80.28417,195 Westward Dr,Miami
delis,Delis,BnjiYOPECeO0RzFs1Rx6lA,My Little Greek Deli,Medio,4.7,440,7630.730150142035,25.8213,-80.28417,195 Westward Dr,Miami
hotdog,Hot Dogs,qcJR_IqnKz3AJituEd8i1Q,Sweet Dogs,Bajo,4.7,755,2010.3496321030493,25.7644024,-80.27262868926077,4749 SW 8th St,Miami
tradamerican,American,qcJR_IqnKz3AJituEd8i1Q,Sweet Dogs,Bajo,4.7,755,2010.3496321030493,25.7644024,-80.27262868926077,4749 SW 8th St,Miami
popcorn,Popcorn Shops,qcJR_IqnKz3AJituEd8i1Q,Sweet Dogs,Bajo,4.7,755,2010.3496321030493,25.7644024,-80.27262868926077,4749 SW 8th St,Miami
mexican,Mexican,9PEF_qX-3FU4iMmKgk98eA,Taqueria Viva México,Bajo,4.4,534,5266.995345313749,25.765025,-80.237216,2516 SW 8th St,Miami
french,French,E9o0PMAyrBar8NhBYJzyXA,Bouchon Bistro,No especificado,3.9,135,3137.0904075918197,25.75298833063511,-80.2567275423279,2101 Galiano St,Miami
wine_bars,Wine Bars,E9o0PMAyrBar8NhBYJzyXA,Bouchon Bistro,No especificado,3.9,135,3137.0904075918197,25.75298833063511,-80.2567275423279,2101 Galiano St,Miami
cocktailbars,Cocktail Bars,E9o0PMAyrBar8NhBYJzyXA,Bouchon Bistro,No especificado,3.9,135,3137.0904075918197,25.75298833063511,-80.2567275423279,2101 Galiano St,Miami
italian,Italian,Dzk_O70dBXoKcIQQeaOqyw,Amor di Pasta - Blue Lagoon,Medio,4.3,406,2678.158091038152,25.776908,-80.288655,536 NW 57th Ave,Miami
asianfusion,Asian Fusion,MfkZSdJ0w4-SOLJiEyHU5A,Kyu,Alto,4.4,2057,10294.200789523684,25.80089,-80.20017,251 NW 25th St,Miami
newamerican,New American,SyVrRDKTGgVGNSNAbngxfw,Glass & Vine,Medio,4.1,1639,5525.104885749834,25.72667400000003,-80.24114929999999,2820 McFarlane Rd,Miami
breakfast_brunch,Breakfast & Brunch,SyVrRDKTGgVGNSNAbngxfw,Glass & Vine,Medio,4.1,1639,5525.104885749834,25.72667400000003,-80.24114929999999,2820 McFarlane Rd,Miami
peruvian,Peruvian,xX5xXq_eEPGH_svpeUnoEg,CVI.CHE 105,No especificado,4.7,248,3192.927634740743,25.74588339168237,-80.2571171,111 Palermo Ave,Miami
latin,Latin American,xX5xXq_eEPGH_svpeUnoEg,CVI.CHE 105,No especificado,4.7,248,3192.927634740743,25.74588339168237,-80.2571171,111 Palermo Ave,Miami
seafood,Seafood,xX5xXq_eEPGH_svpeUnoEg,CVI.CHE 105,No especificado,4.7,248,3192.927634740743,25.74588339168237,-80.2571171,111 Palermo Ave,Miami
cafes,Cafes,JnWk31PtaDGD3JfO9eyVkw,Impressions,No especificado,4.6,13,3555.120501416882,25.7783409549632,-80.3094483911991,711 NW 72nd Ave,Miami
breakfast_brunch,Breakfast & Brunch,DSe5_ig3JFkmLs0Glzuisg,El Machetico,No especificado,4.3,15,6449.647942569643,25.80644726988118,-80.3126190938656,3399 NW 72nd Ave,Miami
desserts,Desserts,DSe5_ig3JFkmLs0Glzuisg,El Machetico,No especificado,4.3,15,6449.647942569643,25.80644726988118,-80.3126190938656,3399 NW 72nd Ave,Miami
juicebars,Juice Bars & Smoothies,DSe5_ig3JFkmLs0Glzuisg,El Machetico,No especificado,4.3,15,6449.647942569643,25.80644726988118,-80.3126190938656,3399 NW 72nd Ave,Miami
tapasmallplates,Tapas/Small Plates,IbKtJxXvnulRG3IpaDZJPw,Cubata,No especificado,4.6,90,6835.6243727952,25.76585978075667,-80.2213447,1605 SW 8th St,Miami
salad,Salad,IbKtJxXvnulRG3IpaDZJPw,Cubata,No especificado,4.6,90,6835.6243727952,25.76585978075667,-80.2213447,1605 SW 8th St,Miami
sandwiches,Sandwiches,IbKtJxXvnulRG3IpaDZJPw,Cubata,No especificado,4.6,90,6835.6243727952,25.76585978075667,-80.2213447,1605 SW 8th St,Miami
chickenshop,Chicken Shop,6WjQnu6QluI0WdHBdI_0zw,Bro’s Hot Chicken,Medio,4.1,87,2051.7130531448815,25.76238774117262,-80.30557441040257,936 SW 67th Ave,Miami
steak,Steakhouses,bVnfhaPMT60SY1-iaNz3pw,Manny's Wood Grill Steakhouse,Alto,4.6,280,7131.4929924664975,25.798706,-80.337676,2600 NW 87th Ave,Miami
mexican,Mexican,scZfLg-ujWMEOUmFM_Qalg,Don Maguey Mexican Restaurant,Medio,4.7,251,2616.9735888249156,25.7717682877048,-80.27253760250089,4747 W Flagler St,Miami
italian,Italian,jOPPqsJ7TJQyix3nsDuIlw,Urbano Cucina Italiana,Medio,4.4,82,2950.093638153151,25.7781048,-80.2896454,5749 NW 7th St,Miami
newamerican,New American,KXv8dsRBmOmGwRTqX_Rr8A,Ariete,Muy Alto,4.1,719,5268.25519279074,25.7251094,-80.2453951,3540 Main Hwy,Miami
bars,Bars,KXv8dsRBmOmGwRTqX_Rr8A,Ariete,Muy Alto,4.1,719,5268.25519279074,25.7251094,-80.2453951,3540 Main Hwy,Miami
bars,Bars,M8_TrApVKwxuD429kilFAw,Doc B's Restaurant + Bar,Medio,4.5,707,2740.2478542499766,25.74977,-80.26088,301 Miracle Mile,Miami
newamerican,New American,M8_TrApVKwxuD429kilFAw,Doc B's Restaurant + Bar,Medio,4.5,707,2740.2478542499766,25.74977,-80.26088,301 Miracle Mile,Miami
seafood,Seafood,hgxHyZfooTEdqK64QeFkmQ,La Rosa,No especificado,4.4,17,2612.824253039029,25.74906065205246,-80.2622999,382 Miracle Mile,Miami
breakfast_brunch,Breakfast & Brunch,hgxHyZfooTEdqK64QeFkmQ,La Rosa,No especificado,4.4,17,2612.824253039029,25.74906065205246,-80.2622999,382 Miracle Mile,Miami
gastropubs,Gastropubs,hgxHyZfooTEdqK64QeFkmQ,La Rosa,No especificado,4.4,17,2612.824253039029,25.74906065205246,-80.2622999,382 Miracle Mile,Miami
cuban,Cuban,Zu-DqCBsPeGDKNFYEZ8NAg,La Cañita,Medio,4.1,313,10562.418061421158,25.778759958230037,-80.1865801589341,401 Biscayne Blvd,Miami
latin,Latin American,Zu-DqCBsPeGDKNFYEZ8NAg,La Cañita,Medio,4.1,313,10562.418061421158,25.778759958230037,-80.1865801589341,401 Biscayne Blvd,Miami
cocktailbars,Cocktail Bars,Zu-DqCBsPeGDKNFYEZ8NAg,La Cañita,Medio,4.1,313,10562.418061421158,25.778759958230037,-80.1865801589341,401 Biscayne Blvd,Miami
french,French,rylo63njAl-oKkvZHgGJbQ,Frenchie's,Medio,4.5,262,3186.925738175723,25.7477341,-80.2567556,2618 Galiano St,Miami
latin,Latin American,MxtjG2Oln03fQPbCkYPt5g,La Patagonia Argentina,Medio,4.2,428,3186.1430631376907,25.778542,-80.274011,4802 NW 7th St,Miami
argentine,Argentine,MxtjG2Oln03fQPbCkYPt5g,La Patagonia Argentina,Medio,4.2,428,3186.1430631376907,25.778542,-80.274011,4802 NW 7th St,Miami
tex-mex,Tex-Mex,6XsTdpJUrKUB1O94ydibNg,Benito Juarez,No especificado,4.1,37,10307.815374003096,25.80229,-80.20099,295 NW 27th St,Miami
mexican,Mexican,6XsTdpJUrKUB1O94ydibNg,Benito Juarez,No especificado,4.1,37,10307.815374003096,25.80229,-80.20099,295 NW 27th St,Miami
peruvian,Peruvian,_L55Q5DsQ21SzRJW6ZW0sQ,Francesco Restaurant,No especificado,4.8,37,2811.710465143058,25.74920313339949,-80.2602665,278 Miracle Mile,Miami
seafood,Seafood,_L55Q5DsQ21SzRJW6ZW0sQ,Francesco Restaurant,No especificado,4.8,37,2811.710465143058,25.74920313339949,-80.2602665,278 Miracle Mile,Miami
cocktailbars,Cocktail Bars,_L55Q5DsQ21SzRJW6ZW0sQ,Francesco Restaurant,No especificado,4.8,37,2811.710465143058,25.74920313339949,-80.2602665,278 Miracle Mile,Miami
lebanese,Lebanese,osJg1bKN96xGg9rIUsjLGA,Amal,Alto,4.1,332,5266.507463358313,25.72668,-80.24414,3480 Main Hwy,Miami
mediterranean,Mediterranean,osJg1bKN96xGg9rIUsjLGA,Amal,Alto,4.1,332,5266.507463358313,25.72668,-80.24414,3480 Main Hwy,Miami
arabian,Arabic,osJg1bKN96xGg9rIUsjLGA,Amal,Alto,4.1,332,5266.507463358313,25.72668,-80.24414,3480 Main Hwy,Miami
italian,Italian,ZYdNJXIpa4PJI4yUFFpSKQ,Giovanni's Ristorante,Medio,4.6,204,4726.508876199263,25.760843,-80.3344,8522 SW 8th St,Miami
argentine,Argentine,ZYdNJXIpa4PJI4yUFFpSKQ,Giovanni's Ristorante,Medio,4.6,204,4726.508876199263,25.760843,-80.3344,8522 SW 8th St,Miami
turkish,Turkish,GJO03E6tUJjLFtvx4uoZSA,Doya,Alto,4.2,532,10146.5035057431,25.8002094367749,-80.20144899999939,347 NW 24th St,Miami
mediterranean,Mediterranean,GJO03E6tUJjLFtvx4uoZSA,Doya,Alto,4.2,532,10146.5035057431,25.8002094367749,-80.20144899999939,347 NW 24th St,Miami
greek,Greek,GJO03E6tUJjLFtvx4uoZSA,Doya,Alto,4.2,532,10146.5035057431,25.8002094367749,-80.20144899999939,347 NW 24th St,Miami
soulfood,Soul Food,bUAxNjDUfuXliayLcrZM2A,World Famous House of Mac,No especificado,4.2,1479,9375.791146989442,25.794833670759388,-80.20686298614746,1951 NW 7th Ave,Miami
chicken_wings,Chicken Wings,bUAxNjDUfuXliayLcrZM2A,World Famous House of Mac,No especificado,4.2,1479,9375.791146989442,25.794833670759388,-80.20686298614746,1951 NW 7th Ave,Miami
pizza,Pizza,bUAxNjDUfuXliayLcrZM2A,World Famous House of Mac,No especificado,4.2,1479,9375.791146989442,25.794833670759388,-80.20686298614746,1951 NW 7th Ave,Miami
cocktailbars,Cocktail Bars,vgN1xEGT8ChtrioKKmcxcA,Sunny's Steakhouse,No especificado,4.5,228,13539.614717106642,25.84289972808821,-80.1970419314874,7357 NW Miami Ct,Miami
popupshops,Pop-up Shops,vgN1xEGT8ChtrioKKmcxcA,Sunny's Steakhouse,No especificado,4.5,228,13539.614717106642,25.84289972808821,-80.1970419314874,7357 NW Miami Ct,Miami
steak,Steakhouses,vgN1xEGT8ChtrioKKmcxcA,Sunny's Steakhouse,No especificado,4.5,228,13539.614717106642,25.84289972808821,-80.1970419314874,7357 NW Miami Ct,Miami
latin,Latin American,Uu8NSOTTsI4iCyjwGX_iJg,Fritanga Cana Brava,Bajo,4.4,327,5602.412854578204,25.77976,-80.24067,2795 NW 7th St,Miami
nicaraguan,Nicaraguan,Uu8NSOTTsI4iCyjwGX_iJg,Fritanga Cana Brava,Bajo,4.4,327,5602.412854578204,25.77976,-80.24067,2795 NW 7th St,Miami
tapasmallplates,Tapas/Small Plates,QAPNSxiFhcNSdmjM0dD8Tw,Lung Yai Thai Tapas,Medio,4.0,1772,6643.393737663892,25.76595,-80.22329,1731 SW 8th St,Miami
thai,Thai,QAPNSxiFhcNSdmjM0dD8Tw,Lung Yai Thai Tapas,Medio,4.0,1772,6643.393737663892,25.76595,-80.22329,1731 SW 8th St,Miami
italian,Italian,M8dlhbSz62XnqJ4mP64L4w,Luca Osteria,Alto,4.5,430,3096.179336655455,25.751177,-80.257179,116 Giralda Ave,Miami
chinese,Chinese,byXml8ucI-z68JnV7aFpTg,China Express,Bajo,4.1,183,1969.6559715958845,25.77057,-80.28882,5748 W Flagler St,Miami
tacos,Tacos,OwF4aaSHwwhLRYmx270qoQ,Tacos El Carnal,Bajo,4.1,326,2731.297250589728,25.76231,-80.29583,6888 W Flagler St,Miami
tacos,Tacos,8cFtrhGR1jfM5dbJwPm9nw,No manches que rico,Medio,4.0,190,1415.9443860479296,25.76314000250607,-80.2963473,6212 SW 8th St,Miami
greek,Greek,RDV1XK_L4DDim9gNeg4etA,Calista Greek Seafood Taverna,Alto,4.5,214,3038.795101206676,25.75111,-80.25776,150 Giralda Ave,Miami
seafood,Seafood,RDV1XK_L4DDim9gNeg4etA,Calista Greek Seafood Taverna,Alto,4.5,214,3038.795101206676,25.75111,-80.25776,150 Giralda Ave,Miami
seafood,Seafood,ys97r_tdXZy1o8lwx3jl3A,Truluck's Ocean's Finest Seafood & Crab,Alto,4.4,1438,9922.492001835908,25.7666322556485,-80.1901618736801,777 Brickell Ave,Miami
steak,Steakhouses,ys97r_tdXZy1o8lwx3jl3A,Truluck's Ocean's Finest Seafood & Crab,Alto,4.4,1438,9922.492001835908,25.7666322556485,-80.1901618736801,777 Brickell Ave,Miami
venues,Venues & Event Spaces,ys97r_tdXZy1o8lwx3jl3A,Truluck's Ocean's Finest Seafood & Crab,Alto,4.4,1438,9922.492001835908,25.7666322556485,-80.1901618736801,777 Brickell Ave,Miami
italian,Italian,WDdt8vSDeave2sFZ7SZUxQ,Ciao Havana,No especificado,4.0,22,6846.454229700568,25.765517,-80.221157,1620 SW 8th St,Miami
cuban,Cuban,-fCMdb5Rfc0oTOWBnW9RSA,La Rosa Fine Cuban Cuisine,Medio,4.1,523,3867.360398847775,25.779044,-80.262671,4041 NW 7th St,Miami
seafood,Seafood,-fCMdb5Rfc0oTOWBnW9RSA,La Rosa Fine Cuban Cuisine,Medio,4.1,523,3867.360398847775,25.779044,-80.262671,4041 NW 7th St,Miami
bars,Bars,-fCMdb5Rfc0oTOWBnW9RSA,La Rosa Fine Cuban Cuisine,Medio,4.1,523,3867.360398847775,25.779044,-80.262671,4041 NW 7th St,Miami
grocery,Grocery,a8ilqHTLFJmFvFMzn_AbRA,La Bodeguita Espanola,Bajo,4.0,11,132.20277030219702,25.75400676056545,-80.28787136685327,1892 S Red Rd,Miami
tapasmallplates,Tapas/Small Plates,a8ilqHTLFJmFvFMzn_AbRA,La Bodeguita Espanola,Bajo,4.0,11,132.20277030219702,25.75400676056545,-80.28787136685327,1892 S Red Rd,Miami
beer_and_wine,"Beer, Wine & Spirits",a8ilqHTLFJmFvFMzn_AbRA,La Bodeguita Espanola,Bajo,4.0,11,132.20277030219702,25.75400676056545,-80.28787136685327,1892 S Red Rd,Miami
gastropubs,Gastropubs,kvrpbq-j_Ulq6c_dmWv8oA,Bulla Gastrobar,Medio,4.3,1640,2957.4684302850164,25.748518,-80.258901,2500 Ponce De Leon Blvd,Miami
spanish,Spanish,kvrpbq-j_Ulq6c_dmWv8oA,Bulla Gastrobar,Medio,4.3,1640,2957.4684302850164,25.748518,-80.258901,2500 Ponce De Leon Blvd,Miami
tapas,Tapas Bars,kvrpbq-j_Ulq6c_dmWv8oA,Bulla Gastrobar,Medio,4.3,1640,2957.4684302850164,25.748518,-80.258901,2500 Ponce De Leon Blvd,Miami
peruvian,Peruvian,2eIez2Q7S8-btrCf5hXXaQ,La Granja,Medio,3.9,101,4156.836739454165,25.78309715626249,-80.26368865119036,1199 NW 42nd Ave,Miami
desserts,Desserts,2eIez2Q7S8-btrCf5hXXaQ,La Granja,Medio,3.9,101,4156.836739454165,25.78309715626249,-80.26368865119036,1199 NW 42nd Ave,Miami
seafood,Seafood,2eIez2Q7S8-btrCf5hXXaQ,La Granja,Medio,3.9,101,4156.836739454165,25.78309715626249,-80.26368865119036,1199 NW 42nd Ave,Miami
spanish,Spanish,XmZO_0VytcQbXiuVLA9lmg,CalaMillor,No especificado,4.0,191,2115.1014745862904,25.733847292941373,-80.2866818010807,4000 SW 57th Ave,Miami
desserts,Desserts,XmZO_0VytcQbXiuVLA9lmg,CalaMillor,No especificado,4.0,191,2115.1014745862904,25.733847292941373,-80.2866818010807,4000 SW 57th Ave,Miami
burgers,Burgers,w-6hykGDaaPjH4QSLsE6oA,Skinny Louie,No especificado,3.8,19,3015.638397932532,25.751504,-80.257929,153 Giralda Ave,Miami
hotdogs,Fast Food,w-6hykGDaaPjH4QSLsE6oA,Skinny Louie,No especificado,3.8,19,3015.638397932532,25.751504,-80.257929,153 Giralda Ave,Miami
italian,Italian,u5-HCARN29cYKm-h7Kdurw,Carbone Vino,No especificado,4.4,68,5477.033364785988,25.728357593031618,-80.24059439999999,2911 Grand Ave,Miami
desserts,Desserts,u5-HCARN29cYKm-h7Kdurw,Carbone Vino,No especificado,4.4,68,5477.033364785988,25.728357593031618,-80.24059439999999,2911 Grand Ave,Miami
cocktailbars,Cocktail Bars,u5-HCARN29cYKm-h7Kdurw,Carbone Vino,No especificado,4.4,68,5477.033364785988,25.728357593031618,-80.24059439999999,2911 Grand Ave,Miami
cuban,Cuban,SsIMtruy7PQXZZQx3Fs0vA,Cafe Versailles,Bajo,3.9,409,3781.3939668241524,25.76507444085303,-80.25282474353001,3555 SW 8th St,Miami
cafes,Cafes,SsIMtruy7PQXZZQx3Fs0vA,Cafe Versailles,Bajo,3.9,409,3781.3939668241524,25.76507444085303,-80.25282474353001,3555 SW 8th St,Miami
italian,Italian,p4MCaUs9QOdz2LNRG1hymA,Mother Wolf,No especificado,4.3,69,11769.806089365195,25.81265976118508,-80.1910809,3841 NE 2nd Ave,Miami
desserts,Desserts,p4MCaUs9QOdz2LNRG1hymA,Mother Wolf,No especificado,4.3,69,11769.806089365195,25.81265976118508,-80.1910809,3841 NE 2nd Ave,Miami
cocktailbars,Cocktail Bars,p4MCaUs9QOdz2LNRG1hymA,Mother Wolf,No especificado,4.3,69,11769.806089365195,25.81265976118508,-80.1910809,3841 NE 2nd Ave,Miami
sushi,Sushi Bars,4mmMeIIVKFwH6Zdm9Awbpw,Belly Fish,Medio,4.4,71,3871.682070456338,25.73394497090103,-80.25557414688785,3060 SW 37th Ave,Miami
japanese,Japanese,4mmMeIIVKFwH6Zdm9Awbpw,Belly Fish,Medio,4.4,71,3871.682070456338,25.73394497090103,-80.25557414688785,3060 SW 37th Ave,Miami
seafood,Seafood,4mmMeIIVKFwH6Zdm9Awbpw,Belly Fish,Medio,4.4,71,3871.682070456338,25.73394497090103,-80.25557414688785,3060 SW 37th Ave,Miami
spanish,Spanish,ZPrrMX0n6INLmlnJ9Nu_oQ,Madrid Tapas Y Vinos,Medio,4.0,337,3670.555793487845,25.7775426223252,-80.2637512404755,525 NW 42nd Ave,Miami
seafood,Seafood,ZPrrMX0n6INLmlnJ9Nu_oQ,Madrid Tapas Y Vinos,Medio,4.0,337,3670.555793487845,25.7775426223252,-80.2637512404755,525 NW 42nd Ave,Miami
tapas,Tapas Bars,ZPrrMX0n6INLmlnJ9Nu_oQ,Madrid Tapas Y Vinos,Medio,4.0,337,3670.555793487845,25.7775426223252,-80.2637512404755,525 NW 42nd Ave,Miami
vegetarian,Vegetarian,wbxKj8E3ucAvky6DuoQZ8g,Chef Allen's Farm to Table,Alto,4.7,15,10606.989207602253,25.7869967159839,-80.1891533285379,263 NE 13th St,Miami
foodstands,Food Stands,wbxKj8E3ucAvky6DuoQZ8g,Chef Allen's Farm to Table,Alto,4.7,15,10606.989207602253,25.7869967159839,-80.1891533285379,263 NE 13th St,Miami
argentine,Argentine,KBqhiiRpCOt6WJyG1SdEJg,Los Gauchitos,Medio,3.7,107,3335.1609924704644,25.77358,-80.26401,200 NW 42nd Ave,Miami
steak,Steakhouses,KBqhiiRpCOt6WJyG1SdEJg,Los Gauchitos,Medio,3.7,107,3335.1609924704644,25.77358,-80.26401,200 NW 42nd Ave,Miami
cakeshop,Patisserie/Cake Shop,KBqhiiRpCOt6WJyG1SdEJg,Los Gauchitos,Medio,3.7,107,3335.1609924704644,25.77358,-80.26401,200 NW 42nd Ave,Miami
steak,Steakhouses,7sxfMjjzpaldOTgQt8Dw4Q,Maple & Ash,Muy Alto,4.3,68,10144.37425277412,25.780930761113595,-80.19167333339676,699 NE 1st St,Miami
tacos,Tacos,glR7sMvBkT8_Hcq5Mrl0KA,Mi Rinconcito Mexicano,Medio,4.2,1023,6190.533971236162,25.76579,-80.22789,1961 SW 8th St,Miami
cuban,Cuban,0PGw288lzIaXPDCTNroP2w,Kuba Kitchen,Medio,4.6,73,4420.580296955784,25.77876,-80.25461,3640 NW 7th St,Miami
newamerican,New American,zGf5kkYEU01NQ04DRYVPNQ,Doce Provisions,Medio,4.5,1023,7583.169084399771,25.767862,-80.214191,541 SW 12th Ave,Miami
cuban,Cuban,zGf5kkYEU01NQ04DRYVPNQ,Doce Provisions,Medio,4.5,1023,7583.169084399771,25.767862,-80.214191,541 SW 12th Ave,Miami
latin,Latin American,zGf5kkYEU01NQ04DRYVPNQ,Doce Provisions,Medio,4.5,1023,7583.169084399771,25.767862,-80.214191,541 SW 12th Ave,Miami
latin,Latin American,d881dT_RC64MOjXgH3fVuA,Latin Cafe 2000,Medio,3.6,634,3897.744443998662,25.78029,-80.26372,875 NW 42nd Ave,Miami
cuban,Cuban,d881dT_RC64MOjXgH3fVuA,Latin Cafe 2000,Medio,3.6,634,3897.744443998662,25.78029,-80.26372,875 NW 42nd Ave,Miami
asianfusion,Asian Fusion,ViI0QS9XsfpAXkeqbUoNmg,Zitz Sum,No especificado,4.2,258,2581.95101109032,25.7514463,-80.262316,396 Alhambra Cir,Miami
wine_bars,Wine Bars,ViI0QS9XsfpAXkeqbUoNmg,Zitz Sum,No especificado,4.2,258,2581.95101109032,25.7514463,-80.262316,396 Alhambra Cir,Miami
newamerican,New American,ViI0QS9XsfpAXkeqbUoNmg,Zitz Sum,No especificado,4.2,258,2581.95101109032,25.7514463,-80.262316,396 Alhambra Cir,Miami
tacos,Tacos,2Fr7io7h27gdZ5PAnLg1qQ,Bandidos Taqueria,No especificado,4.5,71,6010.943111255792,25.79620315565634,-80.3238784,7800 NW 25th St,Miami
cocktailbars,Cocktail Bars,2Fr7io7h27gdZ5PAnLg1qQ,Bandidos Taqueria,No especificado,4.5,71,6010.943111255792,25.79620315565634,-80.3238784,7800 NW 25th St,Miami
seafood,Seafood,RLgGaBUR8eT07lmrASxq-w,Recoveco,No especificado,4.5,22,5635.2250606844655,25.702233213035516,-80.29127297508214,6000 SW 74th St,Miami
tradamerican,American,RLgGaBUR8eT07lmrASxq-w,Recoveco,No especificado,4.5,22,5635.2250606844655,25.702233213035516,-80.29127297508214,6000 SW 74th St,Miami
cuban,Cuban,07EtzVkziCory7__msq7oQ,Chug's Diner,Medio,3.9,555,5307.4284913429465,25.727446967129996,-80.24317518063626,3444 Main Hwy,Miami
diners,Diners,07EtzVkziCory7__msq7oQ,Chug's Diner,Medio,3.9,555,5307.4284913429465,25.727446967129996,-80.24317518063626,3444 Main Hwy,Miami
caribbean,Caribbean,07EtzVkziCory7__msq7oQ,Chug's Diner,Medio,3.9,555,5307.4284913429465,25.727446967129996,-80.24317518063626,3444 Main Hwy,Miami
irish,Irish,wWC-EP1A2rPmDOKJaU5v4w,John Martin's,Medio,3.9,156,2850.1177918051494,25.74983,-80.25978,253 Miracle Mile,Miami
irish_pubs,Irish Pub,wWC-EP1A2rPmDOKJaU5v4w,John Martin's,Medio,3.9,156,2850.1177918051494,25.74983,-80.25978,253 Miracle Mile,Miami
chickenshop,Chicken Shop,O3lB3-6MTlQ2sWJsseMjxQ,House of Birds & Biscuits,No especificado,5.0,4,6108.455893761138,25.72778056,-80.23426395,3415 Pan American Dr,Miami
salad,Salad,O3lB3-6MTlQ2sWJsseMjxQ,House of Birds & Biscuits,No especificado,5.0,4,6108.455893761138,25.72778056,-80.23426395,3415 Pan American Dr,Miami
sandwiches,Sandwiches,O3lB3-6MTlQ2sWJsseMjxQ,House of Birds & Biscuits,No especificado,5.0,4,6108.455893761138,25.72778056,-80.23426395,3415 Pan American Dr,Miami
tradamerican,American,EYNrfEB99WUK6jZuM9XK9g,Grill 305,Medio,2.7,47,6549.650115413344,25.8066981012141,-80.261592989341,3974 NW South River Dr,Miami
bars,Bars,EYNrfEB99WUK6jZuM9XK9g,Grill 305,Medio,2.7,47,6549.650115413344,25.8066981012141,-80.261592989341,3974 NW South River Dr,Miami
japanese,Japanese,iipIhhoYyDsXBB8zZFrKgw,Sushi Cafe & Shilla Korean BBQ,Medio,3.9,646,4318.996472481292,25.7728010678068,-80.3250411048311,7917 NW 2nd St,Miami
sushi,Sushi Bars,iipIhhoYyDsXBB8zZFrKgw,Sushi Cafe & Shilla Korean BBQ,Medio,3.9,646,4318.996472481292,25.7728010678068,-80.3250411048311,7917 NW 2nd St,Miami
korean,Korean,iipIhhoYyDsXBB8zZFrKgw,Sushi Cafe & Shilla Korean BBQ,Medio,3.9,646,4318.996472481292,25.7728010678068,-80.3250411048311,7917 NW 2nd St,Miami
